"panel_id","hh_code","wave","year","treatment_hh","treatment_site","site_code","gender_hhh","age_hhh","num_dependents","read_and_write","w_gross_yield_a","w_gross_yield_b","expend_food_yearly","expend_food_lastweek","wdds_score","w_area_plots_a","w_area_plots_b","income_total","income_total_win","income_total_trim"
209205,2092,"Endline",2018,"Control","Control","Rwamangana 33","Female",NA,NA,NA,111219.51,44806.203,153923.63,2950,1,0.3075,0.32249999,148800,148800,148800
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
209303,2093,"FUP3",2014,"Control","Control","Rwamangana 33","Male",NA,NA,NA,45731.703,0,106442.1,2040,2,0.29520002,0.18880001,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
209403,2094,"FUP3",2014,"Control","Control","Rwamangana 33","Male",NA,NA,NA,0,2111.4546,472206.38,9050,3,1.3261,1.3261,19200,19200,19200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
209405,2094,"Endline",2018,"Control","Control","Rwamangana 33","Male",55,NA,NA,43713.453,14358.975,245234.25,4700,3,0.85499996,0.77999997,109152,109152,109152
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
209603,2096,"FUP3",2014,"Control","Control","Rwamangana 33","Female",NA,NA,NA,0,0,185230.13,3550,4,0.07,0.07,28800,28800,28800
209604,2096,"FUP4",2016,"Control","Control","Rwamangana 33","Female",61,NA,NA,124037.64,62018.82,268714.13,5150,3,0.1169,0.1169,38400,38400,38400
209801,2098,"Baseline",2012,"Control","Control","Rwamangana 33","Female",46,1,1,145000,458333.34,20871,400,4,0.029999999,0.029999999,14400,14400,14400
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
209803,2098,"FUP3",2014,"Control","Control","Rwamangana 33","Female",NA,NA,NA,4833.3335,210000,224363.25,4300,2,0.059999999,0.07,1920,1920,1920
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
210103,2101,"FUP3",2014,"Control","Control","Rwamangana 33","Male",NA,NA,NA,125858.96,99457.508,240016.5,4600,2,0.27649999,0.27649999,240000,192000,240000
210104,2101,"FUP4",2016,"Control","Control","Rwamangana 33","Male",50,NA,NA,317808.25,272277.25,0,0,0,0.18249999,0.16159999,96000,96000,96000
210205,2102,"Endline",2018,"Control","Control","Rwamangana 33","Female",63,NA,NA,151041.67,0,26088.75,500,3,0.048,0.017999999,101760,101760,101760
210301,2103,"Baseline",2012,"Control","Control","Rwamangana 33","Male",64,0,0,226562.5,32812.5,102267.9,1960,4,0.31999999,0.31999999,4800,4800,4800
210302,2103,"FUP1&2",2013,"Control","Control","Rwamangana 33","Male",70,1,0,258190.89,0,1252.26,24,3,0.28079998,0.205,115200,115200,115200
210303,2103,"FUP3",2014,"Control","Control","Rwamangana 33","Male",NA,NA,NA,290000.03,206250.02,143488.13,2750,3,0.19999999,0.19999999,19200,19200,19200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
210401,2104,"Baseline",2012,"Control","Control","Rwamangana 33","Male",33,4,0,241666.66,0,203492.25,3900,3,0.42000002,0.30000001,0,0,0
210403,2104,"FUP3",2014,"Control","Control","Rwamangana 33","Male",NA,NA,NA,106858.25,13281.816,93919.5,1800,4,0.41409999,0.41409999,28800,28800,28800
210405,2104,"Endline",2018,"Control","Control","Rwamangana 33","Male",35,NA,NA,164080,132022.47,268714.13,5150,2,1.25,0.88999999,86400,86400,86400
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
210504,2105,"FUP4",2016,"Control","Control","Rwamangana 33","Female",76,NA,NA,10666.994,0,60004.125,1150,3,0.40779999,0.40779999,7872,7872,7872
210505,2105,"Endline",2018,"Control","Control","Rwamangana 33","Female",76,NA,NA,193333.34,0,15653.25,300,3,0.015,0.015,26880,26880,26880
210602,2106,"FUP1&2",2013,"Control","Control","Rwamangana 33","Male",43,3,1,345238.09,564722.25,0,0,2,0.21000001,0.17999999,81600,81600,81600
210701,2107,"Baseline",2012,"Control","Control","Rwamangana 33","Male",57,2,0,215675.06,54347.828,133052.63,2550,4,0.17479999,0.17479999,7840,7840,7840
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
210703,2107,"FUP3",2014,"Control","Control","Rwamangana 33","Male",NA,NA,NA,15172.302,0,243929.81,4675,3,1.2246,1.2246,6720,6720,6720
210704,2107,"FUP4",2016,"Control","Control","Rwamangana 33","Male",61,NA,NA,9472.4814,2694.7576,166968,3200,2,1.2246,1.2246,8256,8256,8256
210705,2107,"Endline",2018,"Control","Control","Rwamangana 33","Male",61,NA,NA,140000,88000,120008.25,2300,5,0.5,0.5,39360,39360,39360
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
211003,2110,"FUP3",2014,"Control","Control","Rwamangana 33","Male",NA,NA,NA,176067.48,29940.119,45655.313,875,3,0.94849998,0.91850001,251520,192000,251520
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
211301,2113,"Baseline",2012,"Control","Control","Rwamangana 33","Female",69,5,0,0,0,21914.551,420,3,0.059999999,0.059999999,0,0,0
211302,2113,"FUP1&2",2013,"Control","Control","Rwamangana 33","Female",70,2,0,0,0,0,0,2,1.01,0.029999999,9600,9600,9600
211303,2113,"FUP3",2014,"Control","Control","Rwamangana 33","Female",NA,NA,NA,28937.988,0,67830.75,1300,4,0.14030001,0.14030001,14400,14400,14400
211304,2113,"FUP4",2016,"Control","Control","Rwamangana 33","Female",73,NA,NA,26646.246,17764.164,135661.5,2600,1,0.065300003,0.065300003,0,0,0
211305,2113,"Endline",2018,"Control","Control","Rwamangana 33","Female",73,NA,NA,145000,0,7826.625,150,3,0.059999999,0.059999999,48000,48000,48000
211401,2114,"Baseline",2012,"Treatment","Control","Rwamangana 33","Female",52,2,0,0,0,89745.297,1720,4,0.093199998,0.093199998,274400,192000,274400
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
211403,2114,"FUP3",2014,"Treatment","Control","Rwamangana 33","Female",NA,NA,NA,0,0,151314.75,2900,3,0.27489999,0.090000004,5760,5760,5760
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
211405,2114,"Endline",2018,"Treatment","Control","Rwamangana 33","Female",56,NA,NA,0,14492.754,135661.5,2600,3,0.759,0.759,37440,37440,37440
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
211604,2116,"FUP4",2016,"Control","Control","Rwamangana 33","Male",33,NA,NA,38666.664,0,374634.44,7180,4,0.30000001,0.30000001,54720,54720,54720
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
211903,2119,"FUP3",2014,"Control","Control","Rwamangana 33","Female",NA,NA,NA,51540.168,0,180012.38,3450,3,0.49669999,0.0788,24000,24000,24000
211904,2119,"FUP4",2016,"Control","Control","Rwamangana 33","Female",65,NA,NA,74467.602,7823.4146,40698.449,780,2,0.43669999,0.35789999,8640,8640,8640
211905,2119,"Endline",2018,"Control","Control","Rwamangana 33","Female",65,NA,NA,119642.86,17261.906,36524.25,700,3,0.41999999,0.41999999,13824,13824,13824
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
300102,3001,"FUP1&2",2013,"Treatment","Treatment","Rwamangana 35","Female",50,2,1,322222.22,0,1565.325,30,5,0.090000004,0.11,19200,19200,19200
300104,3001,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Female",53,NA,NA,127702.16,0,253060.88,4850,0,0.2498,0.2256,15360,15360,15360
300201,3002,"Baseline",2012,"Treatment","Treatment","Rwamangana 35","Female",38,1,1,147582.7,120865.15,138270.38,2650,3,0.078599997,0.078599997,15680,15680,15680
300205,3002,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Female",42,NA,NA,96040.539,32222.225,87658.203,1680,5,0.74000001,0.53999996,88992,88992,88992
300301,3003,"Baseline",2012,"Treatment","Treatment","Rwamangana 35","Male",47,3,1,107906.97,0,284367.38,5450,3,0.53750002,0.53750002,192000,192000,192000
300305,3003,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Male",51,NA,NA,135937.5,38596.492,0,0,3,1.28,1.14,345600,192000,NA
300403,3004,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Female",NA,NA,NA,0,0,339153.75,6500,3,0.30000001,0.79800004,24000,24000,24000
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
300503,3005,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Female",NA,NA,NA,104529.62,0,242625.38,4650,5,0.83230001,0.3319,22080,22080,22080
300504,3005,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Female",64,NA,NA,193333.33,0,206101.13,3950,2,0.30000001,0.16,15360,15360,15360
300505,3005,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Female",64,NA,NA,36366.895,0,56351.699,1080,4,0.8373,0.3319,45120,45120,45120
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
300603,3006,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Female",NA,NA,NA,206429.77,0,114790.5,2200,3,0.88650006,0.88650006,48768,48768,48768
300702,3007,"FUP1&2",2013,"Treatment","Treatment","Rwamangana 35","Male",49,0,1,446153.88,0,1513.1475,29,2,0.64999998,0.26879999,192000,192000,192000
300704,3007,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Male",52,NA,NA,223631.84,106060.6,104355,2000,3,1.206,0.72600001,192000,192000,192000
300801,3008,"Baseline",2012,"Treatment","Treatment","Rwamangana 35","Female",61,3,0,122191.01,79353.93,213927.75,4100,4,0.71200001,0.71200001,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
300803,3008,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Female",NA,NA,NA,320467.84,0,268714.13,5150,4,0.85500002,0.89999998,7680,7680,7680
300804,3008,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Female",65,NA,NA,0,0,19827.449,380,0,0.89999998,0.89999998,107520,107520,107520
300805,3008,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Female",65,NA,NA,70000,0,36524.25,700,3,0.89999998,0.83999997,102912,102912,102912
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
301004,3010,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Male",59,NA,NA,386814.03,157217.72,294802.88,5650,4,0.5248,0.41980001,215040,192000,215040
301101,3011,"Baseline",2012,"Treatment","Treatment","Rwamangana 35","Male",29,2,1,115416.67,80208.336,209231.78,4010,4,0.23999999,0.23999999,122880,122880,122880
301102,3011,"FUP1&2",2013,"Treatment","Treatment","Rwamangana 35","Male",30,2,1,338333.34,81666.672,939.19501,18,3,0.12,0.12,259200,192000,259200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
301203,3012,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Female",NA,NA,NA,230526.3,119622.63,173229.3,3320,4,0.28500003,0.26500002,19680,19680,19680
301204,3012,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Female",55,NA,NA,16227.594,22677.893,281758.5,5400,4,0.73640001,0.73640001,14400,14400,14400
301401,3014,"Baseline",2012,"Treatment","Treatment","Rwamangana 35","Female",67,4,0,40647.953,184824.91,44350.875,850,4,0.9939,0.1028,0,0,0
301402,3014,"FUP1&2",2013,"Treatment","Treatment","Rwamangana 35","Female",68,3,0,79310.82,0,1043.55,20,3,0.7313,0.22999999,54720,54720,54720
301403,3014,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Female",NA,NA,NA,328969.34,584958.19,130443.75,2500,3,0.071800001,0.071800001,28800,28800,28800
301404,3014,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Female",71,NA,NA,0,67744.414,135661.5,2600,5,0.64950001,0.64950001,19200,19200,19200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
301703,3017,"FUP3",2014,"Treatment","Treatment","Rwamangana 35",NA,NA,NA,NA,31071.43,35256.41,151314.75,2900,3,0.83999997,0.77999997,144000,144000,144000
301704,3017,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Male",57,NA,NA,94909.094,0,109572.75,2100,2,0.16499999,0.059999999,168000,168000,168000
301705,3017,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Male",57,NA,NA,387878.78,366666.69,88701.75,1700,4,0.132,0.12,76800,76800,76800
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
301804,3018,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Male",73,NA,NA,0,36666.664,83484,1600,2,0.24000001,0.24000001,259200,192000,259200
301805,3018,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Male",73,NA,NA,8430.2324,67813.953,0,0,0,0.86000001,0.86000001,220800,192000,220800
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
302003,3020,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Male",NA,NA,NA,94886.242,88542.844,281758.5,5400,3,0.94059998,0.88459998,168000,168000,168000
302004,3020,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Male",47,NA,NA,67394.844,129560.77,373069.13,7150,3,0.86059999,0.86059999,129600,129600,129600
302005,3020,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Male",47,NA,NA,93132.695,38345.34,156532.5,3000,4,0.86059999,0.86059999,165120,165120,165120
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
302102,3021,"FUP1&2",2013,"Treatment","Treatment","Rwamangana 35","Male",42,3,1,0,0,1669.6799,32,2,0.037500001,0.16,240000,192000,240000
302104,3021,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Male",45,NA,NA,0,147157.19,294802.88,5650,2,0.1495,0.1495,110208,110208,110208
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
302202,3022,"FUP1&2",2013,"Treatment","Treatment","Rwamangana 35","Male",40,3,1,241666.66,0,1356.615,26,2,0.60000002,0.39810002,153600,153600,153600
302203,3022,"FUP3",2014,"Treatment","Treatment","Rwamangana 35",NA,NA,NA,NA,318848.16,0,422637.75,8100,4,0.382,0.68200004,38400,38400,38400
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
302303,3023,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Female",NA,NA,NA,124291.66,113874.99,286454.47,5490,4,0.24000001,0.24000001,17280,17280,17280
302305,3023,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Female",35,NA,NA,0,388690.47,440378.09,8440,2,0.75,0.84000003,323520,192000,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
302503,3025,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Male",NA,NA,NA,47621.855,8272.1416,258278.63,4950,2,0.93402493,0.33364999,77760,77760,77760
302504,3025,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Male",68,NA,NA,0,48888.891,375678,7200,4,0.89999998,0.89999998,235200,192000,235200
302701,3027,"Baseline",2012,"Treatment","Treatment","Rwamangana 35","Male",52,1,0,0,38525.961,83484,1600,4,0.059700001,0.059700001,19200,19200,19200
302703,3027,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Female",NA,NA,NA,19215.045,7522.4858,171142.2,3280,5,0.1223,0.1223,1152,1152,1152
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
302705,3027,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Female",56,NA,NA,12538.604,26250.771,112181.63,2150,4,0.1619,0.1619,7680,7680,7680
302805,3028,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Male",43,NA,NA,374870.75,60822.148,271323,5200,2,0.38679999,0.47679999,105600,105600,105600
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
303003,3030,"FUP3",2014,"Treatment","Treatment","Rwamangana 35",NA,NA,NA,NA,177977.36,292735.03,253060.88,4850,4,0.30060002,0.234,60480,60480,60480
303004,3030,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Male",35,NA,NA,35123.129,557125.5,273931.88,5250,3,0.24770002,0.24770002,144000,144000,144000
303005,3030,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Male",35,NA,NA,17929.361,291183.59,166968,3200,3,0.37090001,0.37090001,81600,81600,81600
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
303204,3032,"FUP4",2016,"Control","Treatment","Rwamangana 35","Male",54,NA,NA,0,114503.82,422637.75,8100,5,0.57639998,0.57639998,48000,48000,48000
303303,3033,"FUP3",2014,"Treatment","Treatment","Rwamangana 35",NA,NA,NA,NA,414285.69,180952.38,275497.19,5280,4,0.42000002,0.42000002,201600,192000,201600
303305,3033,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Male",57,NA,NA,435000,366666.66,52177.5,1000,3,0.38,0.30000001,326400,192000,NA
303401,3034,"Baseline",2012,"Control","Treatment","Rwamangana 35","Female",69,2,1,159576.72,596560.88,241581.83,4630,4,0.094499998,0.094499998,100280,100280,100280
303402,3034,"FUP1&2",2013,"Control","Treatment","Rwamangana 35","Female",61,0,1,0,609669.88,1669.6799,32,3,0.059999999,0.21199998,37920,37920,37920
303403,3034,"FUP3",2014,"Control","Treatment","Rwamangana 35","Female",NA,NA,NA,151486.72,129890.47,94963.047,1820,5,0.31949997,0.31949997,294720,192000,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
303505,3035,"Endline",2018,"Control","Treatment","Rwamangana 35","Male",48,NA,NA,278181.81,87155.961,339153.75,6500,4,1.1,1.09,268800,192000,268800
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
303901,3039,"Baseline",2012,"Treatment","Treatment","Rwamangana 35","Male",33,3,1,0,402635.44,484207.19,9280,3,0.1366,0.1366,72040,72040,72040
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
304103,3041,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Male",NA,NA,NA,68688.227,77916.672,339153.75,6500,2,0.59689999,0.59999996,153600,153600,153600
304303,3043,"FUP3",2014,"Treatment","Treatment","Rwamangana 35",NA,NA,NA,NA,188202.25,2345.679,292194,5600,3,0.88999999,0.81,158400,158400,158400
304401,3044,"Baseline",2012,"Treatment","Treatment","Rwamangana 35","Male",73,1,1,0,0,145053.45,2780,0,0.1314,0.1314,120960,120960,120960
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
304403,3044,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Male",NA,NA,NA,0,28378.379,0,0,0,0.074000001,0.074000001,14400,14400,14400
304404,3044,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Male",77,NA,NA,0,0,0,0,0,0.054000001,0.054000001,8640,8640,8640
304601,3046,"Baseline",2012,"Treatment","Treatment","Rwamangana 35","Female",74,2,1,91925.367,0,310456.13,5950,4,1.2434,1.2434,19200,19200,19200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
304605,3046,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Female",78,NA,NA,118981.81,83090.906,300020.63,5750,2,1.1,1.1,334560,192000,NA
304703,3047,"FUP3",2014,"Treatment","Treatment","Rwamangana 35",NA,NA,NA,NA,131251.41,0,97050.148,1860,4,1.3257,1.0592,86400,86400,86400
304705,3047,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Male",63,NA,NA,125879.63,140833.33,485250.75,9300,4,1.08,1.08,395520,192000,NA
304801,3048,"Baseline",2012,"Treatment","Treatment","Rwamangana 35","Male",64,0,1,61901.254,0,65221.875,1250,3,0.6785,0.252,0,0,0
304804,3048,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Male",68,NA,NA,339976.56,0,263496.38,5050,2,0.42649999,0.42649999,14400,14400,14400
304805,3048,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Male",68,NA,NA,208873.53,167098.83,127834.88,2450,3,0.69419998,0.69419998,315360,192000,NA
304901,3049,"Baseline",2012,"Treatment","Treatment","Rwamangana 35","Male",59,2,1,77615.484,37364.129,88179.977,1690,4,0.58880001,0.58880001,48800,48800,48800
304903,3049,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Male",NA,NA,NA,100430.26,23087.416,138270.38,2650,4,0.95290005,0.95290005,105600,105600,105600
304904,3049,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Male",69,NA,NA,15387.336,0,388722.38,7450,3,0.5654,0.42899999,216000,192000,216000
305001,3050,"Baseline",2012,"Treatment","Treatment","Rwamangana 35","Male",56,0,0,9935.9873,4796.6836,161750.25,3100,3,0.87560499,0.87560499,0,0,0
305004,3050,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Male",60,NA,NA,8055.5552,0,331327.13,6350,3,0.18000001,0.18000001,28800,28800,28800
305101,3051,"Baseline",2012,"Treatment","Treatment","Rwamangana 35","Female",NA,3,1,144278.61,10447.761,164359.13,3150,2,0.40200001,0.40200001,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
305103,3051,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Female",NA,NA,NA,38111.098,0,90788.852,1740,4,0.57069993,0.57069993,14400,14400,14400
305104,3051,"FUP4",2016,"Treatment","Treatment","Rwamangana 35","Female",60,NA,NA,44818.18,34090.91,318282.75,6100,3,1.1,1.1,99840,99840,99840
305105,3051,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Female",60,NA,NA,107415.73,185580.53,118703.81,2275,4,0.53399998,0.53399998,48000,48000,48000
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
305403,3054,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Male",NA,NA,NA,163048.17,60548.395,250452,4800,4,1.1561,1.1561,211200,192000,211200
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
305503,3055,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Female",NA,NA,NA,335111.09,121289.28,254626.2,4880,5,1.35,1.4923,19200,19200,19200
305505,3055,"Endline",2018,"Treatment","Treatment","Rwamangana 35","Female",37,NA,NA,73204.602,321216.75,211318.88,4050,2,0.79229993,0.79229993,49920,49920,49920
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
305603,3056,"FUP3",2014,"Treatment","Treatment","Rwamangana 35","Female",NA,NA,NA,409829.06,198471.61,289585.13,5550,4,0.093599997,0.091600001,91200,91200,91200
